Year,RaceNumber,Track,Pos,Start,Car Number,Driver,Sponsor,Owner,Manufact,Laps,Status,Led,Pts,Playoff Points,Track Type,Length
2022,1,Daytona,29,13,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,191,crash,3,11,0,Super Speedway,503
2022,1,Daytona,30,22,4,KevinHarvick,BuschLight#BuschRaceTeam,StewartHaasRacing,Ford,191,dvp,0,10,0,Super Speedway,503
2022,1,Daytona,31,39,62,NoahGragson,BeardOil/SouthPoint,BeardMotorsports,Chevrolet,190,crash,0,0,0,Super Speedway,503
2022,1,Daytona,32,1,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,190,crash,1,9,0,Super Speedway,503
2022,1,Daytona,33,29,38,ToddGilliland,FirstPhaseCreditCard,BobJenkins,Ford,190,crash,0,13,0,Super Speedway,503
2022,1,Daytona,34,12,20,ChristopherBell,DeWalt,JoeGibbs,Toyota,152,crash,0,3,0,Super Speedway,503
2022,1,Daytona,35,15,8,TylerReddick,3CHI,RichardChildress,Chevrolet,151,crash,0,2,0,Super Speedway,503
2022,1,Daytona,36,28,44,GregBiffle,GramblingStateUniversity,JohnathanCohen,Chevrolet,136,running,0,1,0,Super Speedway,503
2022,1,Daytona,37,30,11,DennyHamlin,FedExExpress,JoeGibbs,Toyota,63,crash,0,1,0,Super Speedway,503
2022,1,Daytona,38,23,24,WilliamByron,Axalta,RickHendrick,Chevrolet,62,crash,1,1,0,Super Speedway,503
2022,1,Daytona,39,8,21,HarrisonBurton,Motorcraft/DexImaging,WoodBrothers,Ford,62,crash,3,1,0,Super Speedway,503
2022,1,Daytona,40,19,1,RossChastain,AdventHealth,TrackhouseRacing,Chevrolet,62,crash,0,1,0,Super Speedway,503
2022,2,Fontana,1,13,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,200,running,28,52,5,Oval,400
2022,2,Fontana,2,16,3,AustinDillon,DowCoatings,RichardChildress,Chevrolet,200,running,0,35,0,Oval,400
2022,2,Fontana,3,2,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,200,running,18,52,0,Oval,400
2022,2,Fontana,4,15,99,DanielSuarez,FreewayInsurance,TrackhouseRacing,Chevrolet,200,running,0,33,0,Oval,400
2022,2,Fontana,5,7,22,JoeyLogano,AAASouthernCalifornia,RogerPenske,Ford,200,running,14,44,0,Oval,400
2022,2,Fontana,6,31,10,AricAlmirola,Rush/MobilDelvac1,StewartHaasRacing,Ford,200,running,0,34,0,Oval,400
2022,2,Fontana,7,32,4,KevinHarvick,Subway,StewartHaasRacing,Ford,200,running,1,30,0,Oval,400
2022,2,Fontana,8,36,45,KurtBusch,MonsterEnergy,23XIRacing,Toyota,200,running,0,29,0,Oval,400
2022,2,Fontana,9,5,16,DanielHemric,PoppyBank,MatthewKaulig,Chevrolet,200,running,0,0,0,Oval,400
2022,2,Fontana,10,17,47,RickyStenhouseJr,Ralph's/HoneyNutCheerios,JTG-DaughertyRacing,Chevrolet,200,running,0,28,0,Oval,400
2022,2,Fontana,11,21,41,ColeCuster,ProductionAllianceGroup,StewartHaasRacing,Ford,200,running,0,31,0,Oval,400
2022,2,Fontana,12,1,2,AustinCindric,Menards/QuakerState,RogerPenske,Ford,200,running,0,31,0,Oval,400
2022,2,Fontana,13,12,19,MartinTruexJr,Reser'sFineFoods,JoeGibbs,Toyota,200,running,0,24,0,Oval,400
2022,2,Fontana,14,3,18,KyleBusch,InterstateBatteries,JoeGibbs,Toyota,200,running,0,23,0,Oval,400
2022,2,Fontana,15,4,11,DennyHamlin,FedExGround,JoeGibbs,Toyota,200,running,0,23,0,Oval,400
2022,2,Fontana,16,24,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,200,running,20,28,0,Oval,400
2022,2,Fontana,17,18,42,TyDillon,Allegiant,PettyGMSMotorsports,Chevrolet,200,running,0,20,0,Oval,400
2022,2,Fontana,18,6,12,RyanBlaney,Wurth,RogerPenske,Ford,200,running,1,29,0,Oval,400
2022,2,Fontana,19,34,23,BubbaWallace,Wheaties,23XIRacing,Toyota,200,running,0,18,0,Oval,400
2022,2,Fontana,20,26,38,ToddGilliland,FrontlineEnterprises,BobJenkins,Ford,200,running,0,17,0,Oval,400
2022,2,Fontana,21,29,15,GarrettSmithley,JacobCompanies,RickWare,Ford,200,running,0,16,0,Oval,400
2022,2,Fontana,22,30,78,B.J.McLeod,PalaCasino,B.J.McLeod,Ford,200,running,0,15,0,Oval,400
2022,2,Fontana,23,35,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,200,running,0,14,0,Oval,400
2022,2,Fontana,24,11,8,TylerReddick,Lenovo,RichardChildress,Chevrolet,199,running,90,33,2,Oval,400
2022,2,Fontana,25,14,48,AlexBowman,Ally,RickHendrick,Chevrolet,199,running,0,17,0,Oval,400
2022,2,Fontana,26,8,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,198,running,12,11,0,Oval,400
2022,2,Fontana,27,9,6,BradKeselowski,VioletDefense,JackRoush,Ford,198,running,0,10,0,Oval,400
2022,2,Fontana,28,25,7,CoreyLaJoie,GeneralFormulations/Mutoh,SpireMotorsports,Chevrolet,198,running,0,9,0,Oval,400
2022,2,Fontana,29,33,1,RossChastain,CasaDelSolTequila,TrackhouseRacing,Chevrolet,198,running,0,8,0,Oval,400
2022,2,Fontana,30,28,77,JoshBilicki,PacificCoastTermite,SpireMotorsports,Chevrolet,198,running,0,0,0,Oval,400
2022,2,Fontana,31,23,34,MichaelMcDowell,StageFront,BobJenkins,Ford,193,electrical,0,6,0,Oval,400
2022,2,Fontana,32,27,51,CodyWare,NurtecODT,RickWare,Ford,187,running,0,5,0,Oval,400
2022,2,Fontana,33,22,21,HarrisonBurton,DexImaging,WoodBrothers,Ford,157,crash,0,4,0,Oval,400
2022,2,Fontana,34,10,24,WilliamByron,Axalta,RickHendrick,Chevrolet,151,crash,16,13,0,Oval,400
2022,2,Fontana,35,20,17,ChrisBuescher,Fastenal,JackRoush,Ford,111,crash,0,2,0,Oval,400
2022,2,Fontana,36,19,20,ChristopherBell,Rheem,JoeGibbs,Toyota,94,engine,0,1,0,Oval,400
2022,3,LasVegas,1,13,48,AlexBowman,Ally,RickHendrick,Chevrolet,274,running,16,50,6,Oval,411
2022,3,LasVegas,2,2,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,274,running,27,48,0,Oval,411
2022,3,LasVegas,3,18,1,RossChastain,ACMAwards,TrackhouseRacing,Chevrolet,274,running,83,52,1,Oval,411
2022,3,LasVegas,4,37,18,KyleBusch,EthelMChocolates,JoeGibbs,Toyota,274,running,49,41,0,Oval,411
2022,3,LasVegas,5,14,24,WilliamByron,Axalta,RickHendrick,Chevrolet,274,running,8,48,0,Oval,411
2022,3,LasVegas,6,20,10,AricAlmirola,Mobil1,StewartHaasRacing,Ford,274,running,0,31,0,Oval,411
2022,3,LasVegas,7,7,8,TylerReddick,BetMGM,RichardChildress,Chevrolet,274,running,0,30,0,Oval,411
2022,3,LasVegas,8,12,19,MartinTruexJr,BassProShops,JoeGibbs,Toyota,274,running,1,34,0,Oval,411
2022,3,LasVegas,9,5,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,274,running,0,43,0,Oval,411
2022,3,LasVegas,10,1,20,ChristopherBell,DeWalt,JoeGibbs,Toyota,274,running,32,28,0,Oval,411
2022,3,LasVegas,11,10,3,AustinDillon,Breztri,RichardChildress,Chevrolet,274,running,0,26,0,Oval,411
2022,3,LasVegas,12,25,4,KevinHarvick,Rheem/SmurfitKappa,StewartHaasRacing,Ford,274,running,0,28,0,Oval,411
2022,3,LasVegas,13,31,45,KurtBusch,MonsterEnergy,23XIRacing,Toyota,274,running,4,24,0,Oval,411
2022,3,LasVegas,14,6,22,JoeyLogano,Pennzoil,RogerPenske,Ford,274,running,0,27,0,Oval,411
2022,3,LasVegas,15,29,7,CoreyLaJoie,SchluterSystems,SpireMotorsports,Chevrolet,274,running,0,22,0,Oval,411
2022,3,LasVegas,16,19,21,HarrisonBurton,Motorcraft/QuickLane,WoodBrothers,Ford,274,running,0,21,0,Oval,411
2022,3,LasVegas,17,28,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,274,running,0,20,0,Oval,411
2022,3,LasVegas,18,27,17,ChrisBuescher,WyndhamRewards,JackRoush,Ford,274,running,0,19,0,Oval,411
2022,3,LasVegas,19,3,2,AustinCindric,DiscountTire,RogerPenske,Ford,274,running,0,18,0,Oval,411
2022,3,LasVegas,20,32,42,TyDillon,GoettlAirConditioning,PettyGMSMotorsports,Chevrolet,274,running,1,17,0,Oval,411
2022,3,LasVegas,21,9,47,RickyStenhouseJr,SunnyD,JTG-DaughertyRacing,Chevrolet,274,running,4,16,0,Oval,411
2022,3,LasVegas,22,16,16,DanielHemric,SouthPoint,MatthewKaulig,Chevrolet,274,running,0,0,0,Oval,411
2022,3,LasVegas,23,30,38,ToddGilliland,FrontlineEnterprises,BobJenkins,Ford,274,running,0,14,0,Oval,411
2022,3,LasVegas,24,15,6,BradKeselowski,Fastenal,JackRoush,Ford,273,running,3,13,0,Oval,411
2022,3,LasVegas,25,17,23,BubbaWallace,Dr.PepperCreamSoda,23XIRacing,Toyota,273,running,0,13,0,Oval,411
2022,3,LasVegas,26,33,51,CodyWare,NurtecODT,RickWare,Ford,273,running,0,11,0,Oval,411
2022,3,LasVegas,27,22,34,MichaelMcDowell,StageFront,BobJenkins,Ford,273,running,4,10,0,Oval,411
2022,3,LasVegas,28,35,78,B.J.McLeod,Filtertime,B.J.McLeod,Ford,272,running,0,9,0,Oval,411
2022,3,LasVegas,29,34,77,JoshBilicki,ZeiglerAutoGroup,SpireMotorsports,Chevrolet,271,running,0,0,0,Oval,411
2022,3,LasVegas,30,36,15,GarrettSmithley,TrophyTractor,RickWare,Ford,267,running,0,7,0,Oval,411
2022,3,LasVegas,31,23,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,264,crash,0,6,0,Oval,411
2022,3,LasVegas,32,8,11,DennyHamlin,FedExFreight,JoeGibbs,Toyota,219,drivetrain,31,14,0,Oval,411
2022,3,LasVegas,33,24,41,ColeCuster,HaasTooling.com,StewartHaasRacing,Ford,171,engine,0,4,0,Oval,411
2022,3,LasVegas,34,26,44,GregBiffle,FloridaA&MUniversity,JohnathanCohen,Chevrolet,148,fuelpump,1,3,0,Oval,411
2022,3,LasVegas,35,4,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,135,crash,0,5,0,Oval,411
2022,3,LasVegas,36,11,12,RyanBlaney,Menards/Pennzoil,RogerPenske,Ford,104,crash,10,5,0,Oval,411
2022,3,LasVegas,37,21,99,DanielSuarez,CommScope,TrackhouseRacing,Chevrolet,92,crash,0,1,0,Oval,411
2022,4,Phoenix,1,6,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,312,running,101,52,5,Oval,312
2022,4,Phoenix,2,17,1,RossChastain,K1Speed,TrackhouseRacing,Chevrolet,312,running,0,39,0,Oval,312
2022,4,Phoenix,3,12,8,TylerReddick,GuaranteedRate,RichardChildress,Chevrolet,312,running,0,46,0,Oval,312
2022,4,Phoenix,4,1,12,RyanBlaney,Menards/Maytag,RogerPenske,Ford,312,running,143,43,1,Oval,312
2022,4,Phoenix,5,15,45,KurtBusch,MoneyLion,23XIRacing,Toyota,312,running,0,32,0,Oval,312
2022,4,Phoenix,6,16,4,KevinHarvick,HuntBrothersPizza,StewartHaasRacing,Ford,312,running,0,42,0,Oval,312
2022,4,Phoenix,7,11,18,KyleBusch,DeWalt,JoeGibbs,Toyota,312,running,0,30,0,Oval,312
2022,4,Phoenix,8,10,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,312,running,4,32,0,Oval,312
2022,4,Phoenix,9,23,99,DanielSuarez,CommScope,TrackhouseRacing,Chevrolet,312,running,0,28,0,Oval,312
2022,4,Phoenix,10,26,17,ChrisBuescher,ITSavvy,JackRoush,Ford,312,running,0,27,0,Oval,312
2022,4,Phoenix,11,19,9,ChaseElliott,UniFirst,RickHendrick,Chevrolet,312,running,50,43,0,Oval,312
2022,4,Phoenix,12,5,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,312,running,0,25,0,Oval,312
2022,4,Phoenix,13,2,11,DennyHamlin,FedExOffice,JoeGibbs,Toyota,312,running,0,24,0,Oval,312
2022,4,Phoenix,14,9,48,AlexBowman,Ally/BestFriends,RickHendrick,Chevrolet,312,running,0,29,0,Oval,312
2022,4,Phoenix,15,21,42,TyDillon,BlackRifleCoffeeCo.,PettyGMSMotorsports,Chevrolet,312,running,0,22,0,Oval,312
2022,4,Phoenix,16,25,41,ColeCuster,HaasTooling.com,StewartHaasRacing,Ford,312,running,0,21,0,Oval,312
2022,4,Phoenix,17,28,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,312,running,0,20,0,Oval,312
2022,4,Phoenix,18,3,24,WilliamByron,Axalta,RickHendrick,Chevrolet,312,running,12,36,1,Oval,312
2022,4,Phoenix,19,33,38,ToddGilliland,FrontlineEnterprises,BobJenkins,Ford,312,running,0,18,0,Oval,312
2022,4,Phoenix,20,29,16,A.J.Allmendinger,ActionIndustries,MatthewKaulig,Chevrolet,312,running,0,0,0,Oval,312
2022,4,Phoenix,21,13,3,AustinDillon,GetBioethanol,RichardChildress,Chevrolet,311,crash,0,19,0,Oval,312
2022,4,Phoenix,22,27,23,BubbaWallace,RootInsurance,23XIRacing,Toyota,311,running,0,15,0,Oval,312
2022,4,Phoenix,23,18,6,BradKeselowski,VioletDefense,JackRoush,Ford,311,running,0,14,0,Oval,312
2022,4,Phoenix,24,8,2,AustinCindric,AutoTrader,RogerPenske,Ford,311,running,0,13,0,Oval,312
2022,4,Phoenix,25,14,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,311,running,0,12,0,Oval,312
2022,4,Phoenix,26,4,20,ChristopherBell,Rheem/CapitolContainer,JoeGibbs,Toyota,310,running,0,16,0,Oval,312
2022,4,Phoenix,27,22,34,MichaelMcDowell,Love'sTravelStops,BobJenkins,Ford,310,running,0,10,0,Oval,312
2022,4,Phoenix,28,36,47,RickyStenhouseJr,Fry's/NOS,JTG-DaughertyRacing,Chevrolet,310,running,0,9,0,Oval,312
2022,4,Phoenix,29,24,21,HarrisonBurton,DexImaging,WoodBrothers,Ford,309,running,0,8,0,Oval,312
2022,4,Phoenix,30,31,77,LandonCassill,Voyager:CryptoforAll,SpireMotorsports,Chevrolet,308,running,0,0,0,Oval,312
2022,4,Phoenix,31,32,51,CodyWare,NurtecODT,RickWare,Ford,307,running,0,6,0,Oval,312
2022,4,Phoenix,32,35,15,GarrettSmithley,JacobCompanies,RickWare,Ford,305,running,0,5,0,Oval,312
2022,4,Phoenix,33,34,78,B.J.McLeod,PremierBusinessInvestments,B.J.McLeod,Ford,304,running,0,4,0,Oval,312
2022,4,Phoenix,34,7,5,KyleLarson,Valvoline,RickHendrick,Chevrolet,239,engine,2,13,0,Oval,312
2022,4,Phoenix,35,20,19,MartinTruexJr,BassProShops,JoeGibbs,Toyota,219,crash,0,2,0,Oval,312
2022,4,Phoenix,36,30,7,CoreyLaJoie,Built.com,SpireMotorsports,Chevrolet,45,crash,0,1,0,Oval,312
2022,5,Atlanta,1,12,24,WilliamByron,LibertyUniversity,RickHendrick,Chevrolet,325,running,111,52,6,Super Speedway,501
2022,5,Atlanta,2,7,1,RossChastain,AdventHealth,TrackhouseRacing,Chevrolet,325,running,42,36,0,Super Speedway,501
2022,5,Atlanta,3,9,45,KurtBusch,MonsterEnergy,23XIRacing,Toyota,325,running,4,39,0,Super Speedway,501
2022,5,Atlanta,4,13,99,DanielSuarez,CommScope,TrackhouseRacing,Chevrolet,325,running,13,46,0,Super Speedway,501
2022,5,Atlanta,5,33,7,CoreyLaJoie,FraternalOrderofEagles,SpireMotorsports,Chevrolet,325,running,0,32,0,Super Speedway,501
2022,5,Atlanta,6,6,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,325,running,29,40,0,Super Speedway,501
2022,5,Atlanta,7,14,17,ChrisBuescher,ITSavvy,JackRoush,Ford,325,running,0,30,0,Super Speedway,501
2022,5,Atlanta,8,26,19,MartinTruexJr,BassProShops,JoeGibbs,Toyota,325,running,5,33,0,Super Speedway,501
2022,5,Atlanta,9,3,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,325,running,12,28,0,Super Speedway,501
2022,5,Atlanta,10,11,48,AlexBowman,Ally,RickHendrick,Chevrolet,325,running,0,31,0,Super Speedway,501
2022,5,Atlanta,11,22,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,325,running,1,26,0,Super Speedway,501
2022,5,Atlanta,12,24,6,BradKeselowski,KohlerGenerators,JackRoush,Ford,325,running,0,-69,-10,Super Speedway,501
2022,5,Atlanta,13,19,23,BubbaWallace,McDonald's,23XIRacing,Toyota,325,running,3,27,0,Super Speedway,501
2022,5,Atlanta,14,23,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,325,running,0,29,0,Super Speedway,501
2022,5,Atlanta,15,1,14,ChaseBriscoe,HighPoint.com,StewartHaasRacing,Ford,325,running,5,30,0,Super Speedway,501
2022,5,Atlanta,16,36,77,JoshBilicki,ZeiglerAutoGroup,SpireMotorsports,Chevrolet,325,running,0,0,0,Super Speedway,501
2022,5,Atlanta,17,2,12,RyanBlaney,BodyArmor,RogerPenske,Ford,325,running,15,30,1,Super Speedway,501
2022,5,Atlanta,18,35,15,DavidRagan,SelectBlinds,RickWare,Ford,325,running,0,19,0,Super Speedway,501
2022,5,Atlanta,19,34,78,B.J.McLeod,Celsius,B.J.McLeod,Ford,325,running,2,18,0,Super Speedway,501
2022,5,Atlanta,20,37,44,GregBiffle,StillmanCollege,JohnathanCohen,Chevrolet,325,running,0,17,0,Super Speedway,501
2022,5,Atlanta,21,8,4,KevinHarvick,Mobil1,StewartHaasRacing,Ford,325,running,11,16,0,Super Speedway,501
2022,5,Atlanta,22,10,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,325,running,6,22,0,Super Speedway,501
2022,5,Atlanta,23,27,20,ChristopherBell,DeWalt,JoeGibbs,Toyota,325,running,16,15,0,Super Speedway,501
2022,5,Atlanta,24,29,34,MichaelMcDowell,Fr8Auctions.com,BobJenkins,Ford,321,running,0,13,0,Super Speedway,501
2022,5,Atlanta,25,31,21,HarrisonBurton,DEXImaging,WoodBrothers,Ford,321,running,0,12,0,Super Speedway,501
2022,5,Atlanta,26,32,51,CodyWare,NurtecODT,RickWare,Ford,300,crash,0,11,0,Super Speedway,501
2022,5,Atlanta,27,25,38,ToddGilliland,GeorgiaPeanuts,BobJenkins,Ford,297,dvp,0,10,0,Super Speedway,501
2022,5,Atlanta,28,5,8,TylerReddick,3CHI,RichardChildress,Chevrolet,245,crash,5,12,0,Super Speedway,501
2022,5,Atlanta,29,15,11,DennyHamlin,FedExGround,JoeGibbs,Toyota,212,crash,1,17,0,Super Speedway,501
2022,5,Atlanta,30,21,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,212,crash,1,9,0,Super Speedway,501
2022,5,Atlanta,31,28,47,RickyStenhouseJr,Kroger/SweetLeaf,JTG-DaughertyRacing,Chevrolet,200,crash,22,13,0,Super Speedway,501
2022,5,Atlanta,32,16,2,AustinCindric,Menards/Knauf,RogerPenske,Ford,200,crash,0,5,0,Super Speedway,501
2022,5,Atlanta,33,4,18,KyleBusch,M&M's,JoeGibbs,Toyota,171,crash,21,4,0,Super Speedway,501
2022,5,Atlanta,34,20,41,ColeCuster,DixieVodka,StewartHaasRacing,Ford,150,crash,0,3,0,Super Speedway,501
2022,5,Atlanta,35,17,3,AustinDillon,BassProShops/TrackerOffRoad,RichardChildress,Chevrolet,101,crash,0,2,0,Super Speedway,501
2022,5,Atlanta,36,18,42,TyDillon,AlscoUniforms,PettyGMSMotorsports,Chevrolet,101,crash,0,1,0,Super Speedway,501
2022,5,Atlanta,37,30,16,NoahGragson,chevyliners.com,MatthewKaulig,Chevrolet,23,crash,0,0,0,Super Speedway,501
2022,6,Austin,1,16,1,RossChastain,ONXHomes/iFly,TrackhouseRacing,Chevrolet,69,running,31,43,5,Road,235
2022,6,Austin,2,5,48,AlexBowman,Ally,RickHendrick,Chevrolet,69,running,0,43,0,Road,235
2022,6,Austin,3,7,20,ChristopherBell,DeWalt,JoeGibbs,Toyota,69,running,0,34,0,Road,235
2022,6,Austin,4,12,9,ChaseElliott,Llumar,RickHendrick,Chevrolet,69,running,0,37,0,Road,235
2022,6,Austin,5,4,8,TylerReddick,3CHI,RichardChildress,Chevrolet,69,running,2,32,0,Road,235
2022,6,Austin,6,1,12,RyanBlaney,Menards/RichmondWaterHeaters,RogerPenske,Ford,69,running,1,47,0,Road,235
2022,6,Austin,7,17,19,MartinTruexJr,BassProShops,JoeGibbs,Toyota,69,running,0,30,0,Road,235
2022,6,Austin,8,10,2,AustinCindric,DiscountTire,RogerPenske,Ford,69,running,11,32,0,Road,235
2022,6,Austin,9,30,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,69,running,0,28,0,Road,235
2022,6,Austin,10,21,3,AustinDillon,Bennett,RichardChildress,Chevrolet,69,running,0,32,0,Road,235
2022,6,Austin,11,18,4,KevinHarvick,Gearwrench,StewartHaasRacing,Ford,69,running,0,26,0,Road,235
2022,6,Austin,12,24,24,WilliamByron,RaptorTough.com,RickHendrick,Chevrolet,69,running,0,25,0,Road,235
2022,6,Austin,13,27,34,MichaelMcDowell,Love'sTravelStops,BobJenkins,Ford,69,running,0,24,0,Road,235
2022,6,Austin,14,26,6,BradKeselowski,WyndhamRewards,JackRoush,Ford,69,running,0,23,0,Road,235
2022,6,Austin,15,9,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,69,running,0,27,0,Road,235
2022,6,Austin,16,29,38,ToddGilliland,BootBarn,BobJenkins,Ford,69,running,0,21,0,Road,235
2022,6,Austin,17,19,21,HarrisonBurton,Freightliner,WoodBrothers,Ford,69,running,0,26,0,Road,235
2022,6,Austin,18,8,11,DennyHamlin,FedExGround,JoeGibbs,Toyota,69,running,3,29,1,Road,235
2022,6,Austin,19,25,10,AricAlmirola,Rush/MobilDelvac1,StewartHaasRacing,Ford,69,running,0,24,0,Road,235
2022,6,Austin,20,33,42,TyDillon,chevyliners.com,PettyGMSMotorsports,Chevrolet,69,running,0,17,0,Road,235
2022,6,Austin,21,22,17,ChrisBuescher,FifthThirdBank,JackRoush,Ford,69,running,0,16,0,Road,235
2022,6,Austin,22,34,77,JoshBilicki,ZeiglerAutoGroup,SpireMotorsports,Chevrolet,69,running,0,0,0,Road,235
2022,6,Austin,23,3,41,ColeCuster,OneCure,StewartHaasRacing,Ford,69,running,0,14,0,Road,235
2022,6,Austin,24,2,99,DanielSuarez,CommScope,TrackhouseRacing,Chevrolet,69,running,15,23,1,Road,235
2022,6,Austin,25,31,50,KazGrala,PitViper,TMTRacing,Chevrolet,69,running,0,0,0,Road,235
2022,6,Austin,26,37,66,BorisSaid,Bumper.com,CarlLong,Ford,69,running,0,11,0,Road,235
2022,6,Austin,27,35,51,CodyWare,NurtecODT,RickWare,Ford,69,running,0,10,0,Road,235
2022,6,Austin,28,15,18,KyleBusch,SkittlesLimeisBack,JoeGibbs,Toyota,69,running,0,18,0,Road,235
2022,6,Austin,29,13,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,69,running,0,14,0,Road,235
2022,6,Austin,30,14,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,69,running,2,10,0,Road,235
2022,6,Austin,31,6,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,69,running,2,21,0,Road,235
2022,6,Austin,32,11,45,KurtBusch,MonsterEnergy,23XIRacing,Toyota,69,running,0,5,0,Road,235
2022,6,Austin,33,20,16,A.J.Allmendinger,ActionIndustries,MatthewKaulig,Chevrolet,68,running,2,0,0,Road,235
2022,6,Austin,34,36,27,LorisHezemans,HezebergSystems,TeamHezeberg,Ford,62,reargear,0,0,0,Road,235
2022,6,Austin,35,38,15,JoeyHand,FordPassRewardsVisa,RickWare,Ford,60,suspension,0,2,0,Road,235
2022,6,Austin,36,32,7,CoreyLaJoie,SchluterSystems,SpireMotorsports,Chevrolet,57,engine,0,1,0,Road,235
2022,6,Austin,37,28,47,RickyStenhouseJr,SunnyD,JTG-DaughertyRacing,Chevrolet,52,drivetrain,0,1,0,Road,235
2022,6,Austin,38,23,23,BubbaWallace,Leidos,23XIRacing,Toyota,44,suspension,0,2,0,Road,235
2022,6,Austin,39,39,78,AndyLally,SurfaceSunscreen/MaintenanceSupplies.com,B.J.McLeod,Ford,19,suspension,0,0,0,Road,235
2022,7,Richmond,1,13,11,DennyHamlin,FedExExpress,JoeGibbs,Toyota,400,running,5,40,5,Oval,300
2022,7,Richmond,2,7,4,KevinHarvick,Mobil1TripleActionFormula,StewartHaasRacing,Ford,400,running,0,40,0,Oval,300
2022,7,Richmond,3,2,24,WilliamByron,LibertyUniversity,RickHendrick,Chevrolet,400,running,122,43,0,Oval,300
2022,7,Richmond,4,6,19,MartinTruexJr,Auto-OwnersInsurance,JoeGibbs,Toyota,400,running,80,50,1,Oval,300
2022,7,Richmond,5,21,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,400,running,0,34,0,Oval,300
2022,7,Richmond,6,9,20,ChristopherBell,SiriusXM,JoeGibbs,Toyota,400,running,63,44,0,Oval,300
2022,7,Richmond,7,1,12,RyanBlaney,Menards/RichmondWaterHeaters,RogerPenske,Ford,400,running,128,46,1,Oval,300
2022,7,Richmond,8,28,48,AlexBowman,Ally,RickHendrick,Chevrolet,400,running,0,29,0,Oval,300
2022,7,Richmond,9,3,18,KyleBusch,MarsCrunchyCookie,JoeGibbs,Toyota,400,running,1,37,0,Oval,300
2022,7,Richmond,10,25,3,AustinDillon,Breztri,RichardChildress,Chevrolet,400,running,0,27,0,Oval,300
2022,7,Richmond,11,4,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,400,running,0,26,0,Oval,300
2022,7,Richmond,12,16,8,TylerReddick,GuaranteedRate,RichardChildress,Chevrolet,400,running,0,25,0,Oval,300
2022,7,Richmond,13,19,6,BradKeselowski,VioletDefense,JackRoush,Ford,400,running,0,27,0,Oval,300
2022,7,Richmond,14,15,9,ChaseElliott,ASHOC,RickHendrick,Chevrolet,400,running,0,33,0,Oval,300
2022,7,Richmond,15,18,17,ChrisBuescher,VioletDefense,JackRoush,Ford,400,running,0,22,0,Oval,300
2022,7,Richmond,16,14,99,DanielSuarez,CommScope,TrackhouseRacing,Chevrolet,400,running,0,21,0,Oval,300
2022,7,Richmond,17,11,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,399,running,1,30,0,Oval,300
2022,7,Richmond,18,17,21,HarrisonBurton,Motorcraft/QuickLane,WoodBrothers,Ford,399,running,0,19,0,Oval,300
2022,7,Richmond,19,8,1,RossChastain,ONXHomes/iFly,TrackhouseRacing,Chevrolet,399,running,0,34,0,Oval,300
2022,7,Richmond,20,20,2,AustinCindric,DiscountTire,RogerPenske,Ford,399,running,0,17,0,Oval,300
2022,7,Richmond,21,10,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,398,running,0,16,0,Oval,300
2022,7,Richmond,22,12,41,ColeCuster,HaasTooling.com,StewartHaasRacing,Ford,398,running,0,15,0,Oval,300
2022,7,Richmond,23,5,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,398,running,0,14,0,Oval,300
2022,7,Richmond,24,30,42,TyDillon,chevyliners.com,PettyGMSMotorsports,Chevrolet,398,running,0,13,0,Oval,300
